_step,x/lr0
2413,4.00056480588583e-05
2421,3.9701909550871155e-05
2437,3.909572337950878e-05
2445,3.879329964732563e-05
2461,3.81898505853397e-05
2477,3.758834543865011e-05
2493,3.69888791918924e-05
2501,3.668994025105815e-05
2509,3.6391546507736185e-05
2533,3.54997541531777e-05
2551,3.5203658778440106e-05
2567,3.461329131454314e-05
2575,3.431904253208036e-05
2599,3.34401753028614e-05
2607,3.314855115053268e-05
2615,3.2857612003694095e-05
2623,3.256736934812499e-05
2639,3.1989019315978885e-05
2647,3.1700934771670854e-05
2663,3.112700349155849e-05
2671,3.084117941357836e-05
2679,3.0556131432173694e-05
2721,2.9423925067528902e-05
2729,2.914292573879255e-05
2745,2.8583467563574386e-05
2777,2.747502163516581e-05
2785,2.720015535781605e-05
2793,2.6926208918437003e-05
2801,2.6653193131965116e-05
2817,2.6109996593359554e-05
2825,2.583983728569521e-05
2833,2.5570651519029852e-05
2857,2.4769041540274895e-05
2865,2.4503855816915855e-05
2873,2.4239696376816678e-05
2899,2.3714498019719655e-05
2907,2.345347983665368e-05
2915,2.3193529403892713e-05
2923,2.293465698383469e-05
2947,2.2164609783067746e-05
2955,2.191015118059776e-05
2963,2.165682125640549e-05
2979,2.1153587402027564e-05
2995,2.065498768639328e-05
3019,1.9915949152028436e-05
3027,1.9672004865838446e-05
3043,1.9187776985300333e-05
3061,1.8947512507439858e-05
3069,1.8708493667759098e-05
3085,1.8234230597606506e-05
3101,1.7765062666479228e-05
3109,1.7532412562004542e-05
3117,1.730106396143236e-05
3125,1.7071025998009294e-05
3133,1.684230775324025e-05
3157,1.6164161362266173e-05
3165,1.5940811759823114e-05
3213,1.4629670055741196e-05
3239,1.420386036198329e-05
3247,1.39931006907704e-05
3255,1.378378224943242e-05
3287,1.2961085193208267e-05
3295,1.2759095704933344e-05
3303,1.2558596162937175e-05
3319,1.2162098520162678e-05
3327,1.1966116072432343e-05
3335,1.1771654876458892e-05
3359,1.1197475266932144e-05
3367,1.100917524284074e-05
3375,1.082243424889161e-05
3409,1.0271638860561861e-05
3417,1.0091207089499388e-05
3433,9.735136417392843e-06
3451,9.559511573409197e-06
3467,9.213117536148008e-06
3475,9.042362017913986e-06
3483,8.87324317624063e-06
3501,8.705767687650258e-06
3509,8.539942163788383e-06
3533,8.052430518414223e-06
3551,7.893269663304792e-06
3559,7.735790848954639e-06
3575,7.425904143858475e-06
3601,7.1228193378287565e-06
3609,6.9738426455674744e-06
3625,6.681050089043472e-06
3633,6.537245783729551e-06
3667,6.116268679130821e-06
3683,5.844369011273965e-06
3701,5.711060902932041e-06
3725,5.321766423526608e-06
3759,4.948523555389429e-06
3775,4.7086782616943215e-06
3783,4.591464909934274e-06
3801,4.476063948531562e-06
3851,3.9264019367658445e-06
3867,3.719377778599664e-06
3925,3.142753447837887e-06
3933,3.0531714436399017e-06
3975,2.713608877752949e-06
3983,2.633426355759461e-06
4001,2.555133524132758e-06
4017,2.4042292207236417e-06
4059,2.1252278833744254e-06
4151,1.6094271405406757e-06
4159,1.5617386354732643e-06
4167,1.5159821291687803e-06
4183,1.430272262059429e-06
4201,1.390322284933354e-06
4217,1.3162401292595828e-06
4225,1.2821108753485523e-06
4233,1.2499246594256386e-06
4251,1.219682752147544e-06
4267,1.1650365623155246e-06
4283,1.1181809351193617e-06
4301,1.097676942800563e-06
4351,1.0244252618962891e-06
4359,1.0156326304766484e-06
4375,1.003908311911095e-06
4394,0.0001
4420,5.034449141944897e-05
4444,4.987798102577405e-05
4452,4.972248779306489e-05
4484,4.9100606944871485e-05
4500,4.878974325196364e-05
4508,4.863433595783824e-05
4516,4.847894707706375e-05
4524,4.832357814326569e-05
4532,4.8168230689872685e-05
4540,4.801290625010142e-05
4548,4.785760635694136e-05
4564,4.754708634118655e-05
4582,4.7391869283298997e-05
4590,4.723668290140679e-05
4614,4.677132312636733e-05
4622,4.661627476147168e-05
4630,4.646126472737621e-05
4670,4.5686843050841244e-05
4678,4.553209511486487e-05
4702,4.506815160099327e-05
4718,4.475912143195642e-05
4726,4.4604690575303954e-05
4768,4.398756422493202e-05
4776,4.3833439519890954e-05
4784,4.367938061111042e-05
4800,4.337146626366352e-05
4816,4.306383333852253e-05
4832,4.2756493980508586e-05
4840,4.260293818127493e-05
4864,4.2142744486719666e-05
4880,4.183635858072385e-05
4896,4.1530314700456704e-05
4904,4.137742479616451e-05
4930,4.1071916604056104e-05
4938,4.091930133148243e-05
4946,4.0766780616536705e-05
4962,4.0462028879852645e-05
4978,4.015767342508062e-05
4986,4.00056480588583e-05
4994,3.985372626765289e-05
5002,3.9701909550871155e-05
5042,3.894445448913269e-05
5050,3.879329964732563e-05
5058,3.864226034592487e-05
5066,3.8491338075627336e-05
5092,3.81898505853397e-05
5108,3.788884907867259e-05
5116,3.773853428340405e-05
5124,3.758834543865011e-05
5140,3.728835152864143e-05
5156,3.69888791918924e-05
5172,3.668994025105815e-05
5188,3.6391546507736185e-05
5212,3.5945003901000964e-05
5262,3.5203658778440106e-05
5270,3.505583681392347e-05
5278,3.490816727706242e-05
5294,3.461329131454314e-05
5302,3.44660877991916e-05
5310,3.431904253208036e-05
5326,3.402543254611217e-05
5358,3.34401753028614e-05
5366,3.329427831993367e-05
5374,3.314855115053268e-05
5390,3.2857612003694095e-05
5406,3.256736934812499e-05
5414,3.242251278636641e-05
5440,3.2133336343265975e-05
5448,3.1989019315978885e-05
5456,3.1844884984597956e-05
5464,3.1700934771670854e-05
5496,3.112700349155849e-05
5560,2.9988408740832442e-05
5568,2.984698067374263e-05
5584,2.95647374442775e-05
5602,2.9423925067528902e-05
5658,2.844414034234364e-05
5666,2.830503080354342e-05
5682,2.802747026289244e-05
5690,2.788902200045219e-05
5698,2.7750796899236355e-05
5746,2.6926208918437003e-05
5754,2.6789584019084325e-05
5772,2.6653193131965116e-05
5788,2.638111877659606e-05
5844,2.543642703601996e-05
5884,2.4769041540274895e-05
5900,2.4503855816915855e-05
5908,2.4371647158719213e-05
5924,2.4108004773509164e-05
5942,2.397657364853967e-05
5950,2.3845404299080332e-05
5958,2.3714498019719655e-05
5974,2.345347983665368e-05
5990,2.3193529403892713e-05
6022,2.2676872796319526e-05
6030,2.254839197172919e-05
6038,2.2420187018225568e-05
6054,2.2164609783067746e-05
6062,2.203724002385771e-05
6070,2.191015118059776e-05
6078,2.1783344507603453e-05
6086,2.165682125640549e-05
6094,2.1530582675737265e-05
6112,2.1404630011522596e-05
6120,2.127896450686342e-05
6160,2.065498768639328e-05
6168,2.053107108464043e-05
6200,2.0038374676131033e-05
6208,1.9915949152028436e-05
6216,1.9793825480160476e-05
6224,1.9672004865838446e-05
6240,1.942927761611033e-05
6264,1.9067489633276346e-05
6306,1.8589454312934228e-05
6354,1.7881872914481025e-05
6362,1.7765062666479228e-05
6370,1.76485754990933e-05
6378,1.7532412562004542e-05
6386,1.7416575001694256e-05
6394,1.730106396143236e-05
6410,1.7071025998009294e-05
6426,1.684230775324025e-05
6460,1.6501724596051793e-05
6468,1.638886648482625e-05
6492,1.6052316568680447e-05
6500,1.5940811759823114e-05
6508,1.5829648036201595e-05
6516,1.571882649495696e-05
6540,1.5388425886172454e-05
6548,1.5278983978140384e-05
6556,1.5169889687317162e-05
6572,1.4952748260722172e-05
6580,1.484470326804861e-05
6596,1.4629670055741196e-05
6604,1.4522683958398309e-05
6622,1.4416052942640124e-05
6630,1.4309778060871736e-05
6638,1.420386036198329e-05
6654,1.39931006907704e-05
6662,1.3888260798558828e-05
6678,1.3679666074552266e-05
6686,1.3575913301502986e-05
6710,1.3266845615326484e-05
6718,1.3164556653562854e-05
6742,1.2859904702798464e-05
6750,1.2759095704933344e-05
6758,1.2658659194556987e-05
6792,1.2359594482598446e-05
6824,1.1966116072432343e-05
6832,1.186869483675268e-05
6856,1.157872260923738e-05
6912,1.0915609404889037e-05
6936,1.063725965729947e-05
6986,1.0181224010009782e-05
7020,9.91237058839013e-06
7036,9.735136417392843e-06
7078,9.385502989807271e-06
7086,9.29910694488717e-06
7094,9.213117536148008e-06
7112,9.127535612270621e-06
7120,9.042362017913986e-06
7136,8.87324317624063e-06
7144,8.789299598058608e-06
7162,8.705767687650258e-06
7178,8.539942163788383e-06
7194,8.375773151162758e-06
7262,7.893269663304792e-06
7270,7.814319610913468e-06
7278,7.735790848954639e-06
7286,7.657684152475564e-06
7312,7.502740035309541e-06
7320,7.425904143858475e-06
7336,7.273508486908953e-06
7428,6.608931342822444e-06
7444,6.46599411927229e-06
7462,6.395177052675794e-06
7470,6.324795282875961e-06
7478,6.254849504512439e-06
7494,6.116268679130821e-06
7512,6.047634999849527e-06
7528,5.911684495032799e-06
7544,5.777494260564775e-06
7594,5.4497544510927145e-06
7612,5.38553780654546e-06
7620,5.321766423526608e-06
7628,5.258440931433972e-06
7662,5.071146028642937e-06
7670,5.009610306125656e-06
7686,4.887886379335838e-06
7720,4.7086782616943215e-06
7794,4.250717348397704e-06
7820,4.140780605964478e-06
7828,4.0864982847868325e-06
7894,3.719377778599664e-06
7920,3.6186339027601713e-06
7962,3.4227024433898913e-06
7970,3.374879966189004e-06
7994,3.2342050350411713e-06
8020,3.142753447837887e-06
8028,3.0977285250977095e-06
8036,3.0531714436399017e-06
8044,3.009082643224881e-06
8070,2.922311621451834e-06
8094,2.795677924644513e-06
8128,2.673281601555122e-06
8162,2.555133524132758e-06
8170,2.516696711020361e-06
8194,2.4042292207236417e-06
8212,2.367688940315016e-06
8220,2.3316237063847334e-06
8228,2.296033874882131e-06
8244,2.2262818194934475e-06
8262,2.1921202840320065e-06
8270,2.1584355278406855e-06
8278,2.1252278833744254e-06
8286,2.0924976783792684e-06
8294,2.0602452358891356e-06
8312,2.0284708742225987e-06
8336,1.936019386554966e-06
8378,1.8194623527311827e-06
8412,1.7370883553386896e-06
8420,1.7105925401246003e-06
8428,1.6845782566650482e-06
8462,1.6094271405406757e-06
8478,1.5617386354732643e-06
8512,1.4938289430304064e-06
8520,1.4721594280157735e-06
8528,1.4509737979942372e-06
8536,1.430272262059429e-06
8586,1.3340329774041981e-06
8644,1.2345605907877366e-06
8670,1.2052912903433133e-06
8686,1.1779680605926825e-06
8712,1.1525919802101604e-06
8744,1.1076851978566448e-06
8762,1.097676942800563e-06
8770,1.088156268728513e-06
8786,1.0705780345842686e-06
8820,1.0478697334328268e-06
8870,1.0197847713123043e-06
8912,1.0061066921578045e-06
8920,1.003908311911095e-06
