_step,x/lr1
4,3.326935380678183e-05
12,6.498910221140827e-05
20,9.048841010113665e-05
28,7.959536998847744e-05
36,7.959536998847744e-05
44,6.579634122155991e-05
52,5.0500000000000015e-05
60,3.5203658778440106e-05
68,2.1404630011522596e-05
76,1.04536587784401e-05
95,0.0001
103,2.5750000000000006e-05
111,1.7378034985236535e-05
119,1.04536587784401e-05
127,5.27949984669125e-06
146,0.0001
154,9.965688861926885e-05
162,9.960967771506666e-05
170,9.955943749461576e-05
178,9.950617105696959e-05
186,9.944988168785299e-05
194,9.939057285945931e-05
202,9.932824823023653e-05
210,9.926291164466132e-05
218,9.919456713300203e-05
226,9.912321891107009e-05
234,9.90488713799599e-05
242,9.897152912577741e-05
250,9.889119691935715e-05
258,9.8807879715968e-05
266,9.872158265500755e-05
274,9.8632311059685e-05
282,9.854007043669286e-05
290,9.844486647586725e-05
298,9.834670504983692e-05
306,9.824559221366101e-05
314,9.814153420445554e-05
322,9.803453744100869e-05
330,9.79246085233848e-05
338,9.781175423251735e-05
346,9.769598152979056e-05
364,9.757729755661011e-05
372,9.745570963396248e-05
380,9.73312252619635e-05
388,9.720385211939559e-05
396,9.707359806323416e-05
404,9.694047112816297e-05
412,9.680447952607844e-05
420,9.666563164558317e-05
428,9.652393605146846e-05
436,9.637940148418598e-05
444,9.623203685930869e-05
452,9.60818512669808e-05
460,9.592885397135707e-05
468,9.577305441003138e-05
476,9.561446219345454e-05
484,9.545308710434153e-05
492,9.528893909706797e-05
500,9.512202829705616e-05
508,9.495236500015047e-05
516,9.477995967198224e-05
534,9.460482294732421e-05
542,9.442696562943453e-05
550,9.424639868939033e-05
558,9.406313326541105e-05
566,9.387718066217125e-05
574,9.368855235010347e-05
582,9.349725996469047e-05
590,9.330331530574768e-05
598,9.310673033669521e-05
606,9.290751718381996e-05
614,9.270568813552756e-05
622,9.250125564158444e-05
630,9.229423231234974e-05
638,9.208463091799762e-05
646,9.187246438772938e-05
654,9.1657745808976e-05
662,9.14404884265908e-05
670,9.122070564203257e-05
678,9.099841101253866e-05
686,9.077361825028896e-05
704,9.05463412215599e-05
712,9.031659394586919e-05
720,9.008439059511098e-05
728,8.984974549268175e-05
736,8.961267311259668e-05
744,8.937318807859689e-05
752,8.913130516324733e-05
760,8.888703928702562e-05
768,8.864040551740156e-05
776,8.839141906790787e-05
784,8.814009529720153e-05
792,8.788644970811659e-05
800,8.763049794670775e-05
808,8.73722558012853e-05
816,8.711173920144117e-05
824,8.684896421706644e-05
832,8.658394705735988e-05
840,8.631670406982824e-05
848,8.604725173927786e-05
856,8.577560668679767e-05
874,8.55017856687341e-05
882,8.522580557565737e-05
890,8.494768343131955e-05
898,8.466743639160465e-05
906,8.438508174347008e-05
914,8.410063690388063e-05
922,8.381411941873378e-05
930,8.352554696177769e-05
938,8.323493733352077e-05
946,8.294230846013381e-05
954,8.26476783923441e-05
962,8.235106530432206e-05
970,8.205248749256015e-05
978,8.17519633747442e-05
986,8.144951148861741e-05
994,8.114515049083679e-05
1002,8.083889915582235e-05
1010,8.0530776374599e-05
1018,8.022080115363127e-05
1026,7.990899261365091e-05
1044,7.959536998847744e-05
1052,7.927995262383162e-05
1060,7.896275997614229e-05
1068,7.864381161134607e-05
1076,7.832312720368047e-05
1084,7.800072653447032e-05
1092,7.767662949090753e-05
1100,7.735085606482438e-05
1108,7.702342635146033e-05
1116,7.669436054822243e-05
1124,7.636367895343948e-05
1132,7.603140196510986e-05
1140,7.569755007964338e-05
1148,7.536214389059695e-05
1156,7.502520408740418e-05
1164,7.468675145409927e-05
1172,7.43468068680349e-05
1180,7.400539129859443e-05
1188,7.366252580589839e-05
1196,7.331823153950539e-05
1214,7.297252973710758e-05
1222,7.26254417232205e-05
1230,7.227698890786781e-05
1238,7.19271927852605e-05
1246,7.15760749324711e-05
1254,7.12236570081027e-05
1262,7.086996075095289e-05
1270,7.051500797867287e-05
1278,7.015882058642164e-05
1286,6.980142054551533e-05
1294,6.944282990207195e-05
1302,6.908307077565152e-05
1310,6.872216535789157e-05
1318,6.836013591113826e-05
1326,6.799700476707323e-05
1334,6.763279432533591e-05
1342,6.726752705214194e-05
1350,6.690122547889727e-05
1358,6.65339122008084e-05
1366,6.616560987548852e-05
1384,6.579634122155991e-05
1392,6.542612901725255e-05
1400,6.505499609899905e-05
1408,6.468296536002602e-05
1416,6.431005974894186e-05
1424,6.393630226832119e-05
1432,6.356171597328594e-05
1440,6.318632397008333e-05
1448,6.281014941466031e-05
1456,6.243321551123542e-05
1464,6.205554551086731e-05
1472,6.167716271002064e-05
1480,6.129809044912887e-05
1488,6.091835211115464e-05
1496,6.0537971120147384e-05
1504,6.015697093979836e-05
1512,5.977537507199338e-05
1520,5.9393207055363034e-05
1528,5.901049046383078e-05
1536,5.862724890515872e-05
1554,5.8243506019491436e-05
1562,5.78592854778977e-05
1570,5.747461098091036e-05
1578,5.7089506257064355e-05
1586,5.670399506143307e-05
1594,5.631810117416297e-05
1602,5.5931848399006745e-05
1610,5.5545260561854974e-05
1618,5.5158361509266454e-05
1626,5.477117510699721e-05
1634,5.438372523852833e-05
1642,5.399603580359276e-05
1650,5.360813071670102e-05
1658,5.322003390566608e-05
1666,5.2831769310127324e-05
1674,5.24433608800739e-05
1682,5.2054832574367366e-05
1690,5.166620835926371e-05
1698,5.127751220693513e-05
1706,5.088876809399121e-05
1724,5.0500000000000015e-05
1732,5.0111231906008796e-05
1740,4.972248779306489e-05
1748,4.9333791640736305e-05
1756,4.894516742563266e-05
1764,4.855663911992612e-05
1772,4.81682306898727e-05
1780,4.777996609433394e-05
1788,4.739186928329898e-05
1796,4.7003964196407256e-05
1804,4.661627476147168e-05
1812,4.62288248930028e-05
1820,4.584163849073354e-05
1828,4.545473943814502e-05
1836,4.506815160099327e-05
1844,4.468189882583704e-05
1852,4.4296004938566934e-05
1860,4.391049374293567e-05
1868,4.352538901908967e-05
1876,4.314071452210231e-05
1894,4.2756493980508586e-05
1902,4.237275109484129e-05
1910,4.1989509536169226e-05
1918,4.1606792944636975e-05
1926,4.122462492800664e-05
1934,4.0843029060201655e-05
1942,4.0462028879852645e-05
1950,4.0081647888845375e-05
1958,3.970190955087116e-05
1966,3.932283728997939e-05
1974,3.8944454489132674e-05
1982,3.856678448876458e-05
1990,3.8189850585339694e-05
1998,3.781367602991667e-05
2006,3.7438284026714043e-05
2014,3.7063697731678824e-05
2022,3.6689940251058165e-05
2030,3.631703463997399e-05
2038,3.5945003901000964e-05
2046,3.557387098274748e-05
2064,3.520365877844013e-05
2072,3.4834390124511484e-05
2080,3.44660877991916e-05
2088,3.409877452110274e-05
2096,3.3732472947858084e-05
2104,3.33672056746641e-05
2112,3.300299523292678e-05
2120,3.263986408886174e-05
2128,3.227783464210845e-05
2136,3.19169292243485e-05
2144,3.155717009792807e-05
2152,3.1198579454484675e-05
2160,3.084117941357836e-05
2168,3.048499202132713e-05
2176,3.0130039249047125e-05
2184,2.97763429918973e-05
2192,2.9423925067528902e-05
2200,2.9072807214739504e-05
2208,2.87230110921322e-05
2216,2.8374558276779508e-05
2234,2.802747026289244e-05
2242,2.7681768460494628e-05
2250,2.733747419410163e-05
2258,2.6994608701405553e-05
2266,2.6653193131965092e-05
2274,2.6313248545900726e-05
2282,2.597479591259583e-05
2290,2.5637856109403057e-05
2298,2.530244992035662e-05
2306,2.4968598034890156e-05
2314,2.463632104656054e-05
2322,2.4305639451777572e-05
2330,2.3976573648539646e-05
2338,2.364914393517561e-05
2346,2.332337050909248e-05
2354,2.2999273465529692e-05
2362,2.2676872796319526e-05
2370,2.235618838865393e-05
2378,2.203724002385771e-05
2386,2.1720047376168396e-05
2404,2.1404630011522596e-05
2412,2.1091007386349092e-05
2420,2.0779198846368752e-05
2428,2.0469223625401013e-05
2436,2.016110084417766e-05
2444,1.985484950916321e-05
2452,1.9550488511382592e-05
2460,1.9248036625255806e-05
2468,1.8947512507439858e-05
2476,1.8648934695677944e-05
2484,1.8352321607655922e-05
2492,1.8057691539866207e-05
2500,1.7765062666479238e-05
2508,1.7474453038222326e-05
2516,1.7185880581266222e-05
2524,1.689936309611938e-05
2532,1.661491825652991e-05
2540,1.6332563608395355e-05
2548,1.6052316568680447e-05
2556,1.577419442434265e-05
2574,1.5498214331265904e-05
2582,1.5224393313202333e-05
