_step,train/mean_loss
3686,4.170653820037842
3712,4.179602146148682
3728,4.090846061706543
3736,4.08846378326416
3778,4.109173774719238
3786,4.1461663246154785
3804,4.055050373077393
3820,4.081812858581543
3836,4.120425224304199
3862,4.115399360656738
3870,4.1269049644470215
3920,4.108680248260498
3936,4.057761192321777
3986,4.05399227142334
4012,4.1013360023498535
4020,4.0594482421875
4062,4.060738563537598
4078,4.097705841064453
4086,4.0708818435668945
4170,4.058218002319336
4186,4.056881427764893
4220,4.064180850982666
4228,4.001008033752441
4254,4.055803298950195
4262,4.061229228973389
4270,4.031883716583252
4304,4.082922458648682
4312,4.071286201477051
4328,4.0494771003723145
4362,4.115335464477539
4370,4.04334831237793
4378,3.9883902072906494
4447,4.5540242195129395
4455,4.640809059143066
4471,4.5498809814453125
4487,4.5498576164245605
4503,4.551629543304443
4511,4.551974773406982
4527,4.555872440338135
4559,4.5196051597595215
4585,4.561869144439697
4593,4.56669282913208
4601,4.486406326293945
4609,4.498805046081543
4617,4.541826248168945
4633,4.510740756988525
4649,4.502842426300049
4673,4.509533882141113
4755,4.424601078033447
4763,4.473935127258301
4787,4.438993453979492
4819,4.444790363311768
4835,4.438087463378906
4867,4.463644981384277
4875,4.368550777435303
4933,4.3004865646362305
4941,4.357470989227295
4965,4.3176727294921875
4989,4.37210750579834
4997,4.3603057861328125
5013,4.218168258666992
5045,4.256078243255615
5053,4.309191703796387
5069,4.228721618652344
5103,4.287781238555908
5119,4.260282039642334
5127,4.224394798278809
5135,4.254063129425049
5143,4.201771259307861
5191,4.201724052429199
5207,4.155204772949219
5215,4.204281806945801
5231,4.209197521209717
5265,4.218637466430664
5297,4.182104110717773
5305,4.169924259185791
5321,4.143324375152588
5329,4.107230186462402
5345,4.096719264984131
5369,4.120221138000488
5385,4.100429058074951
5393,4.094400882720947
5409,4.097597122192383
5435,4.077266693115234
5443,4.04042911529541
5483,4.00042724609375
5507,4.043735504150391
5515,4.111424446105957
5547,4.051990032196045
5555,4.021124839782715
5571,4.01915168762207
5605,4.030272960662842
5613,4.058420181274414
5621,3.9618802070617676
5645,3.9968698024749756
5653,3.99029541015625
5677,3.9674317836761475
5685,3.9483237266540527
5717,3.903365135192871
5725,3.946542739868164
5775,3.944230556488037
5791,3.9372310638427734
5799,3.9171085357666016
5815,3.9156596660614014
5831,3.9132938385009766
5839,3.8586087226867676
5863,3.8650264739990234
5879,3.889946699142456
5887,3.9056801795959473
5895,3.8578171730041504
5903,3.851224422454834
5911,3.898622512817383
5927,3.8870582580566406
5961,3.839207649230957
5977,3.8915855884552
6033,3.7940359115600586
6049,3.8431756496429443
6081,3.7674498558044434
6115,3.779834508895874
6131,3.813403606414795
6139,3.7824323177337646
6163,3.7720916271209717
6195,3.7719597816467285
6203,3.7697644233703613
6211,3.7919960021972656
6219,3.7566182613372803
6243,3.7840561866760254
6285,3.7584097385406494
6293,3.704516649246216
6309,3.7490100860595703
6325,3.7624404430389404
6357,3.707087278366089
6389,3.6662914752960205
6397,3.6833510398864746
6405,3.7015671730041504
6413,3.6666061878204346
6421,3.676496744155884
6429,3.6822304725646973
6463,3.688405990600586
6479,3.683906078338623
6487,3.61614990234375
6503,3.6538784503936768
6511,3.622194290161133
6527,3.685462236404419
6535,3.6334986686706543
6559,3.6049718856811523
6567,3.655689001083374
6599,3.594780206680298
6625,3.6072275638580322
6633,3.617995262145996
6641,3.583805799484253
6649,3.585202217102051
6657,3.645369052886963
6673,3.615572452545166
6681,3.6204471588134766
6689,3.5886974334716797
6697,3.5878994464874268
6713,3.5925753116607666
6745,3.5928807258605957
6753,3.575995922088623
6761,3.57574462890625
6795,3.527320146560669
6803,3.550807237625122
6811,3.57275390625
6835,3.5414085388183594
6843,3.5605978965759277
6875,3.553607702255249
6891,3.5440356731414795
6899,3.517075538635254
6915,3.540673017501831
6931,3.5520455837249756
6947,3.4947450160980225
6973,3.5371639728546143
6981,3.4847636222839355
6997,3.5304503440856934
7023,3.5460996627807617
7047,3.481013774871826
7081,3.5191564559936523
7089,3.551924705505371
7097,3.503856897354126
7115,3.4984030723571777
7139,3.503976583480835
7147,3.526247024536133
7173,3.515169382095337
7189,3.525977611541748
7197,3.4679903984069824
7265,3.4708003997802734
7323,3.4607300758361816
7381,3.465603828430176
7397,3.479999303817749
7423,3.4481961727142334
7431,3.4034299850463867
7439,3.5106425285339355
7481,3.4362778663635254
7489,3.5326669216156006
7565,3.418605089187622
7615,3.418743133544922
7623,3.4482641220092773
7631,3.407259464263916
7639,3.4366583824157715
7673,3.443911075592041
7681,3.429614782333374
7689,3.429673433303833
7697,3.423043966293335
7715,3.4208896160125732
7723,3.4396750926971436
7739,3.457141399383545
7765,3.4386250972747803
7773,3.4481818675994873
7789,3.4205844402313232
7797,3.392223834991455
7815,3.437898874282837
7823,3.422844171524048
7865,3.4346399307250977
7873,3.422168016433716
7881,3.3366944789886475
7889,3.356137752532959
7897,3.468660354614258
7915,3.407212018966675
7923,3.3956210613250732
7931,3.39404559135437
7939,3.4109416007995605
7947,3.4086809158325195
7965,3.3802859783172607
7981,3.3784191608428955
7989,3.3765339851379395
7997,3.3811542987823486
8015,3.3528525829315186
8023,3.362175464630127
8047,3.3795886039733887
8065,3.3726158142089844
8073,3.4183831214904785
8081,3.395775556564331
8089,3.3744242191314697
8097,3.3990135192871094
8115,3.3973207473754883
8139,3.3599014282226562
8165,3.3575520515441895
8173,3.409954786300659
8181,3.3945393562316895
8215,3.386471748352051
8239,3.330946207046509
8247,3.3974409103393555
8289,3.3459346294403076
8297,3.355250597000122
8331,3.4278147220611572
8373,3.3515207767486572
8381,3.3417444229125977
8423,3.378093957901001
8447,3.3738865852355957
8481,3.387503147125244
8497,3.3453304767608643
8523,3.377948522567749
8531,3.362678289413452
8539,3.3764431476593018
8573,3.3887438774108887
8597,3.3873488903045654
8639,3.391787528991699
8647,3.3647892475128174
8665,3.376514196395874
8673,3.3244848251342773
8681,3.426321268081665
8689,3.352259874343872
8697,3.347653865814209
8715,3.3880951404571533
8731,3.3619704246520996
8747,3.3452961444854736
8765,3.380333662033081
8773,3.3511626720428467
8797,3.3519816398620605
8823,3.3489463329315186
8839,3.3308095932006836
8865,3.3927416801452637
8873,3.3898983001708984
8881,3.3196449279785156
8889,3.353605031967163
8915,3.383835554122925
8931,3.3539624214172363
