_step,train/box_loss
1,0.3465198576450348
9,0.3315514028072357
17,0.33011192083358765
25,0.32654115557670593
33,0.3263535499572754
49,0.32436540722846985
65,0.32113009691238403
81,0.32113200426101685
145,0.3142833709716797
153,0.31292977929115295
161,0.313149094581604
177,0.3104780316352844
193,0.30763140320777893
209,0.30645376443862915
217,0.3040904700756073
257,0.29778018593788147
281,0.2928241789340973
289,0.28970789909362793
305,0.2876238524913788
321,0.2850431203842163
355,0.2814647853374481
371,0.28009867668151855
395,0.2749198079109192
403,0.27519142627716064
435,0.26763737201690674
459,0.2663171887397766
467,0.26369842886924744
475,0.2616575062274933
483,0.263144314289093
491,0.26041850447654724
533,0.2559901475906372
541,0.2553364038467407
557,0.2555748522281647
573,0.25041231513023376
589,0.24879653751850128
597,0.24543601274490356
613,0.24751676619052887
637,0.24349117279052734
653,0.24266797304153442
661,0.2415551096200943
679,0.24339251220226288
695,0.24007482826709747
711,0.2348739355802536
751,0.2324095517396927
759,0.23131594061851501
767,0.23186072707176208
815,0.22695092856884003
823,0.22470727562904358
849,0.22672536969184875
857,0.2236216962337494
865,0.223903626203537
881,0.22296909987926483
889,0.22132404148578644
913,0.21989822387695312
953,0.21629838645458221
961,0.21450579166412354
977,0.21420370042324066
985,0.2117041051387787
1019,0.21313002705574036
1051,0.21096962690353394
1059,0.2111736685037613
1091,0.20439647138118744
1099,0.207129567861557
1115,0.20509156584739685
1131,0.20428971946239471
1147,0.2048131823539734
1171,0.20234015583992004
1213,0.1986892819404602
1229,0.20031747221946716
1237,0.19817429780960083
1245,0.1976134032011032
1261,0.19616641104221344
1269,0.1966172754764557
1277,0.19357042014598846
1309,0.1938774287700653
1317,0.19294995069503784
1341,0.19213832914829254
1367,0.1918460577726364
1375,0.19099988043308258
1383,0.19069525599479675
1391,0.18910109996795654
1399,0.18919645249843597
1407,0.19103506207466125
1423,0.1876733899116516
1431,0.18804197013378143
1447,0.18697711825370789
1455,0.18706269562244415
1479,0.1875825971364975
1487,0.1849285066127777
1495,0.18563520908355713
1503,0.18233084678649902
1529,0.183414489030838
1561,0.1839960813522339
1569,0.1827957034111023
1585,0.17905475199222565
1609,0.17835074663162231
1641,0.17970257997512817
1649,0.17651699483394623
1657,0.18006150424480438
1673,0.1778314709663391
1699,0.17619092762470245
1739,0.1735859215259552
1747,0.17378398776054382
1763,0.1718975156545639
1771,0.17028778791427612
1779,0.17435473203659058
1803,0.17158356308937073
1835,0.16870632767677307
1843,0.16934555768966675
1851,0.16907832026481628
1869,0.17037567496299744
1893,0.1687442511320114
1901,0.16866610944271088
1949,0.16546547412872314
1965,0.16713914275169373
1989,0.16408224403858185
1997,0.16418494284152985
2013,0.16465646028518677
2021,0.16338570415973663
2063,0.16282619535923004
2071,0.16096027195453644
2079,0.16287761926651
2095,0.15954436361789703
2103,0.16220979392528534
2111,0.16314977407455444
2127,0.1601257473230362
2135,0.1609373688697815
2143,0.15804952383041382
2175,0.15942202508449554
2183,0.15739558637142181
2217,0.15704278647899628
2233,0.15587401390075684
2241,0.1575385332107544
2257,0.1556987315416336
2265,0.15590551495552063
2273,0.15527084469795227
2281,0.15453992784023285
2321,0.15474659204483032
2337,0.15420061349868774
2353,0.15299853682518005
2387,0.1510504186153412
2395,0.15149860084056854
2419,0.1507367193698883
2435,0.14925134181976318
2443,0.15125222504138947
2475,0.14897607266902924
2499,0.14903461933135986
2507,0.14862412214279175
2515,0.14899355173110962
2531,0.14689676463603973
2557,0.1479385495185852
2573,0.14626868069171906
2589,0.14675411581993103
2613,0.1451985388994217
2637,0.1453954577445984
2645,0.14520227909088135
2661,0.1444004774093628
2669,0.14504113793373108
2685,0.14551420509815216
2693,0.1444319188594818
2727,0.1439991146326065
2751,0.14110472798347473
2767,0.1412854790687561
2783,0.1423589140176773
2855,0.14074832201004028
2905,0.14015284180641174
2929,0.14031310379505157
2945,0.13627655804157257
2961,0.13774052262306213
2977,0.1378207504749298
2985,0.13694025576114655
3017,0.13690967857837677
3025,0.13685297966003418
3033,0.137185737490654
3041,0.13810820877552032
3059,0.13575379550457
3075,0.1363901048898697
3107,0.1356271356344223
3115,0.13497228920459747
3123,0.13502360880374908
3147,0.1350802183151245
3179,0.13413824141025543
3187,0.13454708456993103
3229,0.1337222158908844
3237,0.13412418961524963
3245,0.13244789838790894
3253,0.13312633335590363
3269,0.133736714720726
3277,0.13322943449020386
3285,0.13384751975536346
3301,0.13332632184028625
3333,0.13063769042491913
3341,0.13345246016979218
3357,0.13148380815982819
3373,0.1315857172012329
3415,0.13020290434360504
3449,0.12915600836277008
3457,0.12943264842033386
3465,0.13082639873027802
3515,0.1294974684715271
3531,0.13035020232200623
3549,0.12976090610027313
3557,0.1286238133907318
3615,0.12960979342460632
3631,0.1287187933921814
3649,0.12912069261074066
3665,0.12926381826400757
3673,0.12702137231826782
3681,0.12960948050022125
3715,0.12800829112529755
3723,0.12711523473262787
3731,0.1270536184310913
3773,0.12770508229732513
3781,0.1288772076368332
3807,0.1269734501838684
3823,0.1273224800825119
