_step,train/obj_loss
0,1.930568814277649
8,1.960074543952942
24,2.1273181438446045
32,2.1630306243896484
48,2.1744792461395264
56,2.1745285987854004
80,2.174525260925293
88,2.1745245456695557
96,2.1745245456695557
104,2.1745238304138184
144,2.174518585205078
152,2.174517869949341
176,2.1745169162750244
184,2.1745171546936035
192,2.17451548576355
200,2.1745121479034424
208,2.174513816833496
232,2.174509286880493
240,2.1745080947875977
272,2.174504041671753
288,2.1745026111602783
304,2.174501657485962
312,2.1744985580444336
346,0.009465768001973629
370,0.0028956755995750427
378,0.0024404965806752443
402,0.0018382525304332376
426,0.0016280660638585687
450,0.0015056750271469355
474,0.0014105745358392596
482,0.0013765305047854781
508,0.001300100120715797
524,0.001236413256265223
532,0.0012064240872859955
564,0.0011044245911762118
604,0.001044358010403812
612,0.001038903370499611
628,0.0010307847987860441
636,0.0010264228330925107
644,0.0010211935732513666
652,0.0010109114227816463
660,0.0010089690331369638
702,0.0009984864154830575
710,0.0009875507093966007
718,0.0009863058803603053
726,0.0009863665327429771
742,0.0009843818843364716
774,0.0009836283279582858
790,0.0009762358386069536
814,0.0009785187430679798
822,0.0009760723332874477
830,0.0009677874040789902
848,0.0009690490551292896
856,0.0009670461295172572
872,0.0009650483843870461
880,0.0009613663423806429
896,0.0009568401728756726
936,0.0009551378316245973
952,0.0009530435781925917
968,0.000955344585236162
984,0.0009434287785552442
1034,0.0009430652717128396
1042,0.0009424386662431061
1050,0.0009356073569506407
1066,0.0009377563837915659
1090,0.0009321636753156781
1106,0.0009312201873399317
1114,0.0009305205894634128
1122,0.0009300612146034837
1138,0.0009249688009731472
1154,0.0009272470488213003
1162,0.0009262300445698202
1170,0.0009246993577107787
1212,0.0009254625183530152
1220,0.0009193670703098178
1236,0.0009242115193046629
1244,0.0009175188024528325
1260,0.000915928278118372
1276,0.0009145981166511774
1324,0.0009151875274255872
1382,0.0009076842688955367
1390,0.0009065774502232671
1398,0.0009057613206095994
1406,0.000900579325389117
1414,0.0009043546160683036
1422,0.0008993385708890855
1446,0.0009039086289703846
1470,0.0008999830461107194
1528,0.0008907549199648201
1552,0.0008892551995813847
1560,0.0008890887256711721
1568,0.0008913971250876784
1576,0.0008909617899917066
1584,0.0008903027628548443
1592,0.0008846682612784207
1648,0.0008835873450152576
1656,0.0008875664789229631
1672,0.0008785087266005576
1714,0.0008767498657107353
1722,0.0008787711267359555
1738,0.000883134372998029
1746,0.000876272504683584
1762,0.0008751644054427743
1770,0.0008710261317901313
1786,0.0008737744647078216
1794,0.0008693041745573282
1802,0.0008708249661140144
