_step,train/obj_loss
0,1.9221978187561035
8,1.9538438320159912
24,2.0991714000701904
32,2.146606206893921
40,2.1654326915740967
91,2.173139810562134
99,2.173139810562134
158,2.173140525817871
182,2.1731386184692383
198,2.1731374263763428
222,2.1731367111206055
230,2.173138380050659
238,2.1731374263763428
246,2.173135280609131
270,2.1731345653533936
278,2.17313289642334
286,2.173138380050659
302,2.17313814163208
318,2.173133373260498
334,2.173133134841919
342,2.1731393337249756
368,0.00843734573572874
400,0.0037672314792871475
408,0.0035628292243927717
440,0.00309054646641016
448,0.003003563964739442
464,0.0028287512250244617
472,0.002739674411714077
488,0.002531238365918398
496,0.002418047748506069
512,0.002194823231548071
538,0.0019764872267842293
546,0.0018769616726785898
554,0.0017707779770717025
602,0.001115962746553123
626,0.0009209460695274174
642,0.0008495040819980204
650,0.0008232688414864242
658,0.0008064434514380991
666,0.000796005071606487
674,0.0007812114199623466
682,0.0007743508904241025
700,0.0007680451963096857
708,0.0007606522995047271
724,0.0007517707999795675
732,0.0007476640748791397
740,0.0007455103332176805
756,0.0007348630460910499
780,0.0007307780906558037
788,0.0007209558389149606
796,0.0007203430286608636
820,0.000712629989720881
828,0.000709904299583286
836,0.0007101466762833297
844,0.000706848397385329
852,0.0007057536276988685
870,0.0007013282156549394
894,0.0006950716488063335
910,0.000694014597684145
942,0.0006874878308735788
958,0.0006794465007260442
982,0.000671110930852592
998,0.0006721473182551563
1006,0.00067210040288046
1022,0.0006684298277832568
1040,0.0006674873293377459
1056,0.0006648832932114601
1064,0.0006647750269621611
1072,0.0006652073934674263
1088,0.0006625265814363956
1096,0.0006598191102966666
1112,0.0006583192152902484
1120,0.0006641685031354427
1136,0.0006580294575542212
1184,0.0006480820011347532
1192,0.0006477085407823324
1210,0.0006479707080870867
1218,0.0006453965906985104
1226,0.0006426479667425156
1234,0.0006446613115258515
1282,0.0006372648640535772
1314,0.0006378418183885515
1322,0.0006349245086312294
1346,0.0006319279782474041
1354,0.0006331232143566012
1362,0.0006334607605822384
1412,0.0006271962774917483
1420,0.0006238966016098857
1468,0.0006228398415260017
1476,0.0006227435660548508
1508,0.0006202455842867494
1516,0.0006195789319463074
1524,0.0006160687189549208
1532,0.0006171294371597469
1558,0.0006167232058942318
1574,0.0006149971159175038
1582,0.0006128847599029541
1590,0.0006145123043097556
1598,0.0006148094544187188
1606,0.0006136375013738871
1614,0.0006105226348154247
1622,0.0006108933012001216
1630,0.0006101467879489064
1654,0.0006068340735509992
1670,0.0006075679557397962
1678,0.0006080564926378429
1686,0.0006055937265045941
1720,0.0006053988472558558
1744,0.000603926251642406
1776,0.0006016905535943806
1784,0.0006012982339598238
1800,0.0006003488670103252
1808,0.0006008345517329872
1816,0.0005992092774249613
1824,0.0005997118423692882
1832,0.0005987862823531032
1840,0.0005969501798972487
1922,0.0005927846650592983
1930,0.0005959097179584205
1938,0.000595071935094893
1946,0.0005938807153142989
1954,0.0005939027760177851
1962,0.0005940555711276829
1978,0.0005930362967774272
1994,0.0005919443792663515
2010,0.00058933743275702
2034,0.0005892801564186811
2042,0.0005880628596059978
2060,0.0005911096814088523
2100,0.0005892659537494183
2108,0.0005867345607839525
2148,0.0005858392105437815
2156,0.0005835368065163493
2164,0.0005865233833901584
2188,0.0005828137509524822
2204,0.0005826514679938555
2254,0.000581812986638397
2262,0.0005809160065837204
2270,0.0005809103022329509
2278,0.0005814805626869202
2318,0.0005808347486890852
2326,0.000579264247789979
2342,0.000577566388528794
2358,0.0005772256990894675
2382,0.0005796677432954311
2400,0.0005750207346864045
2416,0.0005754136946052313
2448,0.0005746921524405479
2464,0.0005723757203668356
2480,0.0005752929719164968
2512,0.0005736949387937784
2544,0.0005732646677643061
2552,0.0005732262507081032
2610,0.000570634554605931
2618,0.00057072879280895
2626,0.0005687837256118655
2642,0.0005693733692169189
2674,0.0005694073042832315
2682,0.0005673010600730777
2690,0.0005684503703378141
2698,0.0005699415924027562
2706,0.0005683740600943565
2722,0.0005682040355168283
2764,0.0005687584052793682
2806,0.000566990755032748
2814,0.000568425573874265
2822,0.0005675507127307355
2840,0.0005656571011058986
2864,0.0005661588511429727
2872,0.000565667578484863
2890,0.000566963863093406
2906,0.000564548303373158
2922,0.0005680146859958768
2940,0.0005646827048622072
2948,0.0005661898176185787
2956,0.0005663982010446489
2972,0.0005678483285009861
2990,0.000566895236261189
3006,0.0005649256054311991
3014,0.0005660831229761243
3022,0.0005646608769893646
3072,0.0005652380641549826
3090,0.0005657741567119956
3106,0.0005672687548212707
3156,0.0005662492476403713
3164,0.0005646928329952061
3172,0.0005648947553709149
3190,0.0005657791625708342
3198,0.0005641392199322581
3206,0.0005662842886522412
3214,0.0005647371290251613
3222,0.0005645602359436452
3248,0.000563887064345181
3256,0.000564566464163363
3264,0.0005631537642329931
3290,0.0005641959141939878
3298,0.0005632913089357316
3306,0.0005648631486110389
3322,0.0005633328692056239
3340,0.000563708774279803
3356,0.0005655717104673386
3406,0.0005630178493447602
3414,0.0005640899180434644
3448,0.0005638462025672197
3490,0.0005631039384752512
3498,0.0005621390300802886
3514,0.000564515357837081
3551,0.0005716324667446315
3559,0.0005682126502506435
3583,0.0005667473888024688
3591,0.0005689967656508088
3607,0.0005671752733178437
3631,0.0005662351031787694
3647,0.0005673193372786045
3655,0.0005654423730447888
3671,0.0005646405043080449
3687,0.0005639437586069107
3695,0.0005639367736876011
3729,0.000562998466193676
3785,0.0005632024258375168
3825,0.000561399501748383
3833,0.0005627352511510253
3849,0.0005630592349916697
3857,0.0005635198904201388
3873,0.0005602359306067228
3899,0.0005623539327643812
3931,0.0005589623469859362
3955,0.0005599642754532397
3963,0.0005585704930126667
3971,0.0005584413884207606
3979,0.00055842031724751
4003,0.0005592585075646639
4011,0.0005576867260970175
4019,0.0005580689175985754
4043,0.0005576918483711779
4069,0.0005572732188738883
4077,0.0005561601719819009
4085,0.0005560290883295238
4125,0.0005567248445004225
4165,0.0005536603275686502
4181,0.0005548793124035001
4189,0.0005544293089769781
4197,0.0005536089302040637
4213,0.0005550889181904495
4239,0.0005540145211853087
4263,0.0005546502652578056
4297,0.0005526886670850217
4305,0.0005530964117497206
4339,0.0005528300534933805
4363,0.0005539405974559486
4381,0.0005497870733961463
4389,0.0005518585094250739
4413,0.0005511026829481125
4439,0.0005522791179828346
4463,0.000552055542357266
4481,0.0005513222422450781
4513,0.0005530052003450692
4531,0.000552144949324429
4555,0.0005516612436622381
4589,0.0005530598573386669
4639,0.0005503948195837438
4655,0.0005500162369571626
4681,0.0005515162483789027
4697,0.0005493864882737398
4731,0.0005501084960997105
4755,0.0005489977775141597
4763,0.0005485989386215806
4781,0.000550720957107842
4789,0.0005490119801834226
4797,0.0005499529652297497
4805,0.000550408789422363
4839,0.0005500882398337126
4847,0.0005493254866451025
4855,0.0005493091885000467
4863,0.0005502690328285098
4881,0.0005487129674293101
4889,0.0005485667497850955
4931,0.0005474140052683651
4939,0.0005486155860126019
4947,0.0005496889352798462
4981,0.0005485382280312479
5005,0.00054874864872545
5031,0.0005495920777320862
5081,0.0005495489458553493
5113,0.0005473463097587228
5131,0.0005479210522025824
5155,0.0005480466643348336
5189,0.0005493555800057948
5231,0.0005474648787640035
5255,0.0005483711138367653
5281,0.0005481253610923886
5289,0.0005481538246385753
5313,0.0005475303623825312
5347,0.000546266499441117
5363,0.0005482189008034766
5381,0.0005473716300912201
5405,0.0005477830418385565
5442,0.0005575843388214707
5458,0.0005562960868701339
5466,0.0005537552060559392
5474,0.0005526524037122726
5498,0.000552818994037807
5546,0.0005512760253623128
5554,0.0005511648487299681
5570,0.0005527212633751333
5578,0.0005501455743797123
5676,0.0005495953955687582
5764,0.0005463652196340263
5782,0.0005475718644447625
5790,0.0005479558603838086
5798,0.0005455053178593516
5806,0.0005478067905642092
5822,0.0005443430854938924
5830,0.0005443890113383532
5846,0.0005450957105495036
5854,0.0005432417383417487
5878,0.0005434713093563914
5886,0.0005418509244918823
5902,0.0005421357927843928
5918,0.0005420813104137778
5926,0.000543202564585954
5984,0.0005398803041316569
5992,0.0005402830429375172
6008,0.0005416613421402872
6040,0.0005402211099863052
6056,0.0005368898855522275
6072,0.0005377118941396475
6080,0.0005381004884839058
6088,0.0005367585690692067
6096,0.0005375363980419934
6138,0.0005377986235544086
6146,0.0005364492535591125
6162,0.0005363994278013706
6170,0.0005374464672058821
6178,0.0005348473787307739
6186,0.0005350268329493701
6194,0.0005337115726433694
6210,0.0005347893456928432
6234,0.0005355914472602308
6242,0.0005309686530381441
6250,0.0005328919505700469
6266,0.0005350688006728888
6292,0.0005341406795196235
6300,0.0005335607565939426
