_step,x/lr1
5151,1.5310195183320775e-06
5259,1.1959672621669082e-06
5267,1.173603467149531e-06
5285,1.1525919802101604e-06
5293,1.1329333773893337e-06
5309,1.097676942800563e-06
5335,1.0678380296486046e-06
5343,1.0549511893824914e-06
5351,1.0434199101065134e-06
5359,1.0332445079565212e-06
5393,1.0108561679951446e-06
5401,1.0061066921578045e-06
5428,0.0001
5446,3.5203658778440106e-05
5478,3.461329131454314e-05
5518,3.387887072506726e-05
5526,3.3732472947858084e-05
5534,3.358624065937157e-05
5542,3.34401753028614e-05
5550,3.329427831993367e-05
5582,3.2712402897708415e-05
5616,3.227783464210844e-05
5624,3.2133336343265975e-05
5664,3.1413592382268874e-05
5672,3.127020304174738e-05
5696,3.084117941357836e-05
5712,3.0556131432173694e-05
5720,3.0413901995523108e-05
5728,3.027187080055073e-05
5736,3.0130039249047125e-05
5752,2.984698067374263e-05
5768,2.95647374442775e-05
5802,2.914292573879255e-05
5810,2.9002741560154667e-05
5818,2.8862769550778833e-05
5826,2.87230110921322e-05
5834,2.8583467563574386e-05
5842,2.844414034234364e-05
5850,2.830503080354342e-05
5858,2.8166140320128663e-05
5866,2.802747026289244e-05
5882,2.7750796899236355e-05
5930,2.6926208918437003e-05
5938,2.6789584019084325e-05
5956,2.6653193131965116e-05
5988,2.6109996593359554e-05
6012,2.570512204464488e-05
6052,2.5035243077815428e-05
6060,2.490201598816122e-05
6068,2.4769041540274895e-05
6084,2.4503855816915855e-05
6092,2.4371647158719213e-05
6100,2.4239696376816678e-05
6134,2.3845404299080332e-05
6142,2.3714498019719655e-05
6150,2.3583856102449762e-05
6158,2.345347983665368e-05
6166,2.332337050909249e-05
6174,2.3193529403892713e-05
6182,2.3063957802533652e-05
6190,2.293465698383469e-05
6262,2.1783344507603453e-05
6320,2.102849993443644e-05
6328,2.0903703338652835e-05
6336,2.0779198846368752e-05
6352,2.053107108464043e-05
6400,1.9793825480160476e-05
6416,1.9550488511382592e-05
6424,1.942927761611033e-05
6440,1.9187776985300333e-05
6448,1.9067489633276346e-05
6482,1.8708493667759098e-05
6498,1.84707299023125e-05
6506,1.8352321607655922e-05
6522,1.8116458037674877e-05
6530,1.799900509022866e-05
6538,1.7881872914481025e-05
6562,1.7532412562004542e-05
6570,1.7416575001694256e-05
6610,1.684230775324025e-05
6644,1.6501724596051793e-05
6684,1.5940811759823114e-05
6700,1.571882649495696e-05
6716,1.5498214331265904e-05
6724,1.5388425886172454e-05
6756,1.4952748260722172e-05
6772,1.4737010178759192e-05
6788,1.4522683958398309e-05
6806,1.4416052942640124e-05
6830,1.4098300891339711e-05
6846,1.3888260798558828e-05
6854,1.378378224943242e-05
6862,1.3679666074552266e-05
6870,1.3575913301502986e-05
6934,1.2759095704933344e-05
6950,1.2558596162937175e-05
6958,1.2458907597655712e-05
6984,1.2260657797945718e-05
7000,1.2063917621989618e-05
7016,1.186869483675268e-05
7040,1.157872260923738e-05
7056,1.1387326887403327e-05
7072,1.1197475266932144e-05
7080,1.1103130839289722e-05
7088,1.100917524284074e-05
7112,1.0729650694449677e-05
7146,1.04536587784401e-05
7154,1.0362450748797525e-05
7204,9.91237058839013e-06
7212,9.823552772835288e-06
7254,9.472304818214295e-06
7278,9.213117536148008e-06
7304,9.042362017913986e-06
7328,8.789299598058608e-06
7362,8.539942163788383e-06
7378,8.375773151162758e-06
7396,8.294311864472437e-06
7446,7.893269663304792e-06
7454,7.814319610913468e-06
7462,7.735790848954639e-06
7470,7.657684152475564e-06
7478,7.580000292357747e-06
7504,7.425904143858475e-06
7554,7.048116565424479e-06
7562,6.9738426455674744e-06
7596,6.75360131060967e-06
7604,6.681050089043472e-06
7628,6.46599411927229e-06
7662,6.254849504512439e-06
7678,6.116268679130821e-06
7704,5.979440047464635e-06
7712,5.911684495032799e-06
7728,5.777494260564775e-06
7746,5.711060902932041e-06
7754,5.645069594046171e-06
7778,5.4497544510927145e-06
7796,5.38553780654546e-06
7828,5.1331301156085535e-06
7846,5.071146028642937e-06
7854,5.009610306125656e-06
7862,4.948523555389429e-06
7870,4.887886379335838e-06
7896,4.7679631406913115e-06
7904,4.7086782616943215e-06
7920,4.591464909934274e-06
7928,4.533537594019654e-06
7946,4.476063948531562e-06
7954,4.419044540711681e-06
7978,4.250717348397704e-06
7996,4.195520473921566e-06
8020,4.032674046133234e-06
8028,3.9793084212271794e-06
8046,3.9264019367658445e-06
8054,3.873955114914874e-06
8062,3.821968473303206e-06
8096,3.6687747380365067e-06
8128,3.470989554511794e-06
8146,3.4227024433898913e-06
8154,3.374879966189004e-06
8162,3.3275225948976698e-06
8196,3.1882457674826672e-06
8228,3.009082643224881e-06
8246,2.9654625589913167e-06
8270,2.837418885349907e-06
8304,2.713608877752949e-06
8320,2.633426355759461e-06
8328,2.594043533721169e-06
8346,2.555133524132758e-06
8354,2.516696711020361e-06
8362,2.478733473739769e-06
8378,2.4042292207236417e-06
8404,2.3316237063847334e-06
8420,2.260919797064431e-06
8428,2.2262818194934475e-06
8454,2.1584355278406855e-06
8470,2.0924976783792684e-06
8504,1.997174906979782e-06
8512,1.9663576430392516e-06
8546,1.876781088929902e-06
8554,1.8478816324472349e-06
8596,1.7370883553386896e-06
8604,1.7105925401246003e-06
8612,1.6845782566650482e-06
8620,1.6590457617105427e-06
8670,1.5386187677879026e-06
8678,1.5159821291687803e-06
8704,1.4721594280157735e-06
8712,1.4509737979942372e-06
8746,1.390322284933354e-06
8770,1.3340329774041981e-06
8804,1.2821108753485523e-06
8812,1.2657748064241025e-06
8846,1.219682752147544e-06
8878,1.1650365623155246e-06
8928,1.1076851978566448e-06
8954,1.088156268728513e-06
8978,1.06252064800213e-06
9004,1.0478697334328268e-06
9028,1.0295540564288386e-06
9054,1.0197847713123043e-06
9062,1.0156326304766484e-06
9104,1.003908311911095e-06
