_step,train/box_loss
1,0.7791326642036438
9,0.3611939251422882
17,0.27205222845077515
25,0.23585455119609833
33,0.21803104877471924
41,0.20339547097682953
49,0.19494204223155975
57,0.18314290046691895
65,0.17745260894298553
73,0.17139384150505066
92,0.20696601271629333
100,0.17620134353637695
108,0.16794775426387787
116,0.16495239734649658
124,0.15851376950740814
143,0.1917908638715744
151,0.18948954343795776
159,0.1850900799036026
167,0.18296463787555695
175,0.17799417674541473
183,0.17501521110534668
191,0.17446693778038025
199,0.17231781780719757
207,0.17122595012187958
215,0.16986548900604248
223,0.16849403083324432
231,0.16711443662643433
239,0.16554372012615204
247,0.16453947126865387
255,0.1605861485004425
263,0.16048027575016022
271,0.16061557829380035
279,0.16077952086925507
287,0.15782134234905243
295,0.15683045983314514
303,0.15750262141227722
311,0.15534396469593048
319,0.1553097367286682
327,0.1536080539226532
335,0.15225356817245483
343,0.15307053923606873
361,0.15274594724178314
369,0.15318556129932404
377,0.15139742195606232
385,0.1509554535150528
393,0.14960597455501556
401,0.151635080575943
409,0.148761585354805
417,0.14900237321853638
425,0.14686469733715057
433,0.1483277827501297
441,0.1474066972732544
449,0.1466665118932724
457,0.14810624718666077
465,0.14616195857524872
473,0.1444701850414276
481,0.14577095210552216
489,0.14489643275737762
497,0.14325369894504547
505,0.14581604301929474
513,0.1415344923734665
531,0.14264102280139923
539,0.14209501445293427
547,0.14127080142498016
555,0.1410120576620102
563,0.14139436185359955
571,0.1398097574710846
579,0.1407361775636673
587,0.13974745571613312
595,0.13968010246753693
603,0.13884340226650238
611,0.13743805885314941
619,0.1395459622144699
627,0.13776373863220215
635,0.1384984254837036
643,0.1379081755876541
651,0.13822659850120544
659,0.13752056658267975
667,0.1349835991859436
675,0.1361999660730362
683,0.13734795153141022
701,0.1362505704164505
709,0.13519112765789032
717,0.1343098133802414
725,0.1354265660047531
733,0.13463447988033295
741,0.13383857905864716
749,0.13513286411762238
757,0.1325414776802063
765,0.13288255035877228
773,0.13193240761756897
781,0.13329404592514038
789,0.13251645863056183
797,0.13331004977226257
805,0.1323767900466919
813,0.12953485548496246
821,0.1301136016845703
829,0.13076573610305786
837,0.131724551320076
845,0.13148623704910278
853,0.12897737324237823
871,0.12907588481903076
879,0.13020992279052734
887,0.12860004603862762
895,0.12852513790130615
903,0.1276683658361435
911,0.12928761541843414
919,0.1283079981803894
927,0.1281464546918869
935,0.12716266512870789
943,0.1282537579536438
951,0.12570011615753174
959,0.12627696990966797
967,0.12576141953468323
975,0.12613415718078613
983,0.12520037591457367
991,0.12488395720720291
999,0.12467999011278152
1007,0.12303847819566727
1015,0.12461254000663757
1023,0.12454602867364883
1041,0.12563011050224304
1049,0.12418646365404129
1057,0.12229057401418686
1065,0.1230415403842926
1073,0.12189548462629318
1081,0.12249662727117538
1089,0.12131857126951218
1097,0.1227528378367424
1105,0.12157579511404037
1113,0.1195840910077095
1121,0.12105896323919296
1129,0.12142843753099442
1137,0.12127581238746643
1145,0.12054360657930374
1153,0.11983588337898254
1161,0.11953841149806976
1169,0.11880816519260406
1177,0.11876554042100906
1185,0.11772400140762329
1193,0.11712171882390976
1211,0.11737315356731415
1219,0.11715468764305115
1227,0.11696145683526993
1235,0.11599722504615784
1243,0.11662546545267105
1251,0.11668085306882858
1259,0.11610214412212372
1267,0.11770417541265488
1275,0.11504317820072174
1283,0.11264243721961975
1291,0.11574126034975052
1299,0.11418692767620087
1307,0.11394288390874863
1315,0.11354203522205353
1323,0.11392561346292496
1331,0.11250350624322891
1339,0.11112528294324875
1347,0.11168431490659714
1355,0.11239898204803467
1363,0.11170631647109985
1381,0.11044713854789734
1389,0.11061916500329971
1397,0.11019719392061234
1405,0.11102385073900223
1413,0.1107841283082962
1421,0.1078123226761818
1429,0.10903884470462799
1437,0.10880748927593231
1445,0.10855989903211594
1453,0.11029970645904541
1461,0.10925813764333725
1469,0.10920814424753189
1477,0.10814937949180603
1485,0.10658612102270126
1493,0.10544976592063904
1501,0.10674691945314407
1509,0.106276735663414
1517,0.10655897855758667
1525,0.10646269470453262
1533,0.10606565326452255
1551,0.10648646950721741
1559,0.10515124350786209
1567,0.10399816185235977
1575,0.10425296425819397
1583,0.10244467109441757
1591,0.102656789124012
1599,0.10376296937465668
1607,0.10293788462877274
1615,0.10330986231565475
1623,0.10237251967191696
1631,0.10222950577735901
1639,0.10117590427398682
1647,0.09968609362840652
1655,0.09926871955394745
1663,0.10036077350378036
1671,0.09957609325647354
1679,0.0993627980351448
1687,0.0979708805680275
1695,0.09784863144159317
1703,0.09898900985717773
1721,0.09740137308835983
1729,0.09668471664190292
1737,0.09638521075248718
1745,0.09564980119466782
1753,0.09610923379659653
1761,0.09593033790588379
1769,0.0953977033495903
1777,0.09317833930253983
1785,0.09504804760217667
1793,0.09392796456813812
1801,0.09389902651309967
1809,0.09343814849853516
1817,0.09329013526439667
1825,0.0928124189376831
1833,0.09323624521493912
1841,0.09224731475114822
1849,0.09031833708286285
1857,0.09162157773971558
1865,0.0909818783402443
1873,0.08984445780515671
1891,0.08982842415571213
1899,0.09141174703836441
1907,0.08985383063554764
1915,0.08842203766107559
1923,0.0886545404791832
1931,0.08867879211902618
1939,0.08984885364770889
1947,0.08794990926980972
1955,0.08872663974761963
1963,0.08769416809082031
1971,0.08656355738639832
1979,0.08693251758813858
1987,0.08498862385749817
1995,0.08590054512023926
2003,0.08647210150957108
2011,0.08506783097982407
2019,0.08515986800193787
2027,0.0844399705529213
2035,0.08303128927946091
2043,0.08404067158699036
2061,0.08342800289392471
2069,0.08385816216468811
2077,0.08280153572559357
2085,0.08227858692407608
2093,0.08169403672218323
2101,0.0825556293129921
2109,0.08235175907611847
2117,0.08208081871271133
2125,0.08007506281137466
2133,0.08267920464277267
2141,0.08055677264928818
2149,0.07950112968683243
2157,0.07920848578214645
2165,0.08048883825540543
2173,0.079768106341362
2181,0.07909722626209259
2189,0.07912009209394455
2197,0.07894092053174973
2205,0.0784909650683403
2213,0.07972237467765808
2231,0.07873295992612839
2239,0.07834835350513458
2247,0.07758525758981705
2255,0.07803905755281448
2263,0.0759122297167778
2271,0.07729681581258774
2279,0.07645128667354584
2287,0.07761652022600174
2295,0.07544497400522232
2303,0.07629471272230148
2311,0.07594659924507141
2319,0.07528319209814072
2327,0.07516466826200485
2335,0.0747394859790802
2343,0.0737542137503624
2351,0.07305090874433517
2359,0.07369585335254669
2367,0.07305135577917099
2375,0.07308146357536316
2383,0.07349736243486404
2401,0.07231903076171875
2409,0.07259116321802139
2417,0.07187897711992264
2425,0.07262331247329712
2433,0.07173843681812286
2441,0.07055514305830002
2449,0.07099200785160065
2457,0.07109561562538147
2465,0.07030007988214493
2473,0.0706903338432312
2481,0.07140527665615082
2489,0.07063222676515579
2497,0.0697546973824501
2505,0.07089158892631531
2513,0.06895943731069565
2521,0.07008698582649231
2529,0.06822362542152405
2537,0.06982055306434631
2545,0.06968124955892563
2553,0.06950916349887848
2571,0.06932998448610306
2579,0.06931368261575699
2587,0.06773123145103455
2595,0.06823782622814178
2603,0.06873822957277298
2611,0.06753690540790558
2619,0.06648917496204376
2627,0.06641867756843567
2635,0.06630074977874756
2643,0.06507064402103424
2651,0.06530746817588806
2659,0.06674467027187347
2667,0.06601809710264206
2675,0.06608762592077255
2683,0.06520051509141922
2691,0.06529941409826279
2699,0.06577129662036896
2707,0.06557167321443558
2715,0.06431230157613754
2723,0.06402702629566193
2741,0.06438051909208298
2749,0.06460513919591904
2757,0.0639689564704895
2765,0.0642121434211731
2773,0.0640544593334198
2791,0.06405694782733917
2799,0.06348546594381332
2807,0.0636558085680008
2815,0.06362558901309967
2823,0.06343488395214081
2841,0.06212962791323662
2849,0.06393836438655853
2857,0.06283105164766312
2865,0.06308286637067795
2873,0.06249447911977768
2891,0.062332883477211
2899,0.0619964525103569
2907,0.06181935593485832
2915,0.06037851423025131
2923,0.06282978504896164
2941,0.06141858547925949
2949,0.06147683039307594
2957,0.06176033616065979
2965,0.06193765625357628
2973,0.06130749732255936
2991,0.061003703624010086
2999,0.06136295944452286
3007,0.0615127831697464
3015,0.061718475073575974
3023,0.0605650432407856
3041,0.061087969690561295
3049,0.06150592863559723
3057,0.06121840327978134
3065,0.061310380697250366
3073,0.06020708382129669
3091,0.05973273143172264
3099,0.06067312881350517
3107,0.06197391450405121
3115,0.06088131666183472
3123,0.061123717576265335
3141,0.06037447974085808
3149,0.06140117347240448
3157,0.05989031493663788
3165,0.059630218893289566
3173,0.06009950116276741
3191,0.05999498441815376
3199,0.059452123939991
3207,0.06108538806438446
3215,0.059654638171195984
3223,0.06074255332350731
3241,0.06016946956515312
3249,0.05871487408876419
3257,0.05970226600766182
3265,0.058904338628053665
3273,0.0603344663977623
3291,0.05929810181260109
3299,0.05897931009531021
3307,0.059540435671806335
3315,0.05997185409069061
3323,0.05952758714556694
3341,0.05930047482252121
3349,0.05990200117230415
3357,0.05957290157675743
3365,0.058676257729530334
3373,0.05902615562081337
3391,0.059815727174282074
3399,0.05958836153149605
3407,0.057950664311647415
3415,0.05937870964407921
3423,0.058543961495161057
3441,0.0599440298974514
3449,0.05870039388537407
3457,0.05962167680263519
3465,0.05933975800871849
3473,0.05866789072751999
3491,0.05881287157535553
3499,0.05865643173456192
3507,0.05902630463242531
3515,0.05891989544034004
