_step,train/mean_loss
14,11.551118850708008
22,8.698726654052734
70,5.673745155334473
78,5.4803619384765625
97,6.618335247039795
121,5.275537967681885
156,6.059878349304199
164,5.917002201080322
204,5.508804798126221
220,5.431092262268066
228,5.386823654174805
244,5.290401458740234
276,5.136220932006836
284,5.141103267669678
292,5.046110153198242
308,5.033881664276123
316,4.96786642074585
324,4.96686315536499
332,4.910177230834961
348,4.894847869873047
374,5.168598651885986
390,4.973327159881592
398,4.913964748382568
414,4.870553970336914
438,4.8433685302734375
446,4.813077926635742
478,4.706629276275635
494,4.712426662445068
502,4.657992362976074
510,4.7361674308776855
518,4.5950236320495605
544,4.604188919067383
552,4.576117992401123
560,4.56483793258667
568,4.5735907554626465
592,4.510664463043213
608,4.475887298583984
616,4.427021026611328
632,4.435094833374023
640,4.456949234008789
648,4.435738563537598
656,4.4463958740234375
672,4.341104507446289
680,4.3798346519470215
706,4.378391265869141
722,4.319275856018066
738,4.327902793884277
762,4.262123107910156
778,4.236573696136475
802,4.284635066986084
818,4.162520408630371
826,4.183763027191162
834,4.204254627227783
850,4.227372169494629
858,4.147085666656494
876,4.150269031524658
884,4.185456275939941
908,4.1037278175354
916,4.156771659851074
948,4.121432781219482
956,4.040912628173828
964,4.060133934020996
972,4.040975093841553
996,4.013578414916992
1004,4.007029056549072
1028,4.003015041351318
1054,3.992658853530884
1062,3.931673049926758
1070,3.9556682109832764
1078,3.9187910556793213
1102,3.9463775157928467
1118,3.8454177379608154
1158,3.852909803390503
1166,3.843510627746582
1190,3.785175085067749
1198,3.764847993850708
1224,3.7644431591033936
1232,3.760178327560425
1240,3.729327917098999
1256,3.7512471675872803
1264,3.733466148376465
1280,3.698578357696533
1288,3.6212658882141113
1296,3.7215514183044434
1328,3.6634232997894287
1336,3.6165599822998047
1344,3.573446273803711
1352,3.590872049331665
1368,3.5913381576538086
1394,3.5553224086761475
1402,3.5421838760375977
1410,3.569114923477173
1418,3.5623891353607178
1426,3.4671144485473633
1434,3.5053038597106934
1442,3.4991683959960938
1482,3.478381633758545
1498,3.3875973224639893
1506,3.433711290359497
1514,3.4180922508239746
1556,3.4245402812957764
1564,3.3820691108703613
1580,3.3533413410186768
1596,3.3023805618286133
1628,3.2931246757507324
1636,3.288499116897583
1652,3.2072744369506836
1660,3.1936450004577637
1668,3.228945732116699
1676,3.2035679817199707
1692,3.1521687507629395
1700,3.1473469734191895
1708,3.183974266052246
1734,3.110952138900757
1774,3.067870616912842
1790,3.05883526802063
1806,3.0209755897521973
1830,2.986968517303467
1838,2.9983606338500977
1870,2.928373336791992
1878,2.891791343688965
1904,2.942333459854126
1936,2.854429244995117
1944,2.8919897079467773
1952,2.8313517570495605
1968,2.822171926498413
1976,2.787243604660034
1992,2.7354369163513184
2032,2.7181880474090576
2048,2.704704523086548
2090,2.6491191387176514
2098,2.631175994873047
2106,2.6563456058502197
2130,2.5773801803588867
2146,2.593898296356201
2154,2.5602662563323975
2170,2.5926222801208496
2178,2.569194793701172
2194,2.5474298000335693
2210,2.5277669429779053
2218,2.5680673122406006
2252,2.499664306640625
2260,2.5141921043395996
2268,2.4460182189941406
2284,2.4636659622192383
2300,2.429083824157715
2308,2.4581332206726074
2332,2.421419143676758
2340,2.408543348312378
2348,2.3762197494506836
2356,2.354607343673706
2372,2.3532845973968506
