_step,train/obj_loss
0,1.9221978187561035
8,1.9538438320159912
16,2.015193223953247
24,2.0991714000701904
32,2.146606206893921
40,2.1654326915740967
48,2.171018123626709
56,2.1724867820739746
64,2.1731321811676025
72,2.1731369495391846
91,2.173139810562134
99,2.173139810562134
107,2.173140525817871
115,2.1731386184692383
123,2.1731350421905518
142,2.1731386184692383
150,2.173139810562134
158,2.173140525817871
166,2.173140048980713
174,2.1731371879577637
182,2.1731386184692383
190,2.1731371879577637
198,2.1731374263763428
206,2.173140525817871
214,2.1731343269348145
222,2.1731367111206055
230,2.173138380050659
238,2.1731374263763428
246,2.173135280609131
254,2.1731393337249756
262,2.17313814163208
270,2.1731345653533936
278,2.17313289642334
286,2.173138380050659
294,2.1731340885162354
302,2.17313814163208
310,2.1731338500976562
318,2.173133373260498
326,2.1731388568878174
334,2.173133134841919
342,2.1731393337249756
360,0.15354375541210175
368,0.00843734573572874
376,0.0056615183129906654
384,0.004616857971996069
392,0.004082169383764267
400,0.0037672314792871475
408,0.0035628292243927717
416,0.0034038557205349207
424,0.003287326777353883
432,0.003185969078913331
440,0.00309054646641016
448,0.003003563964739442
456,0.0029194969683885574
464,0.0028287512250244617
472,0.002739674411714077
480,0.0026384619995951653
488,0.002531238365918398
496,0.002418047748506069
504,0.0023088641464710236
512,0.002194823231548071
530,0.002083626575767994
538,0.0019764872267842293
546,0.0018769616726785898
554,0.0017707779770717025
562,0.001661682385019958
570,0.001553818117827177
578,0.001444131718017161
586,0.0013234760845080018
594,0.0012202584184706211
602,0.001115962746553123
610,0.001034363405779004
618,0.0009736772044561803
626,0.0009209460695274174
634,0.0008804242825135589
642,0.0008495040819980204
650,0.0008232688414864242
658,0.0008064434514380991
666,0.000796005071606487
674,0.0007812114199623466
682,0.0007743508904241025
700,0.0007680451963096857
708,0.0007606522995047271
716,0.000760402181185782
724,0.0007517707999795675
732,0.0007476640748791397
740,0.0007455103332176805
748,0.0007402884657494724
756,0.0007348630460910499
764,0.0007377252914011478
772,0.0007345783524215221
780,0.0007307780906558037
788,0.0007209558389149606
796,0.0007203430286608636
804,0.0007178807281889021
812,0.0007208483875729144
820,0.000712629989720881
828,0.000709904299583286
836,0.0007101466762833297
844,0.000706848397385329
852,0.0007057536276988685
870,0.0007013282156549394
878,0.0007046413375064731
886,0.0006983952480368316
894,0.0006950716488063335
902,0.0006885358016006649
910,0.000694014597684145
918,0.0006896277191117406
926,0.0006857033004052937
934,0.0006839866982772946
942,0.0006874878308735788
950,0.0006758278468623757
958,0.0006794465007260442
966,0.0006781656993553042
974,0.0006779348477721214
982,0.000671110930852592
990,0.0006765677244402468
998,0.0006721473182551563
1006,0.00067210040288046
1014,0.0006728707812726498
1022,0.0006684298277832568
1040,0.0006674873293377459
1048,0.0006675651529803872
1056,0.0006648832932114601
1064,0.0006647750269621611
1072,0.0006652073934674263
1080,0.000665331375785172
1088,0.0006625265814363956
1096,0.0006598191102966666
1104,0.0006601719651371241
1112,0.0006583192152902484
1120,0.0006641685031354427
1128,0.0006607280811294913
1136,0.0006580294575542212
1144,0.0006553600542247295
1152,0.0006527494988404214
1160,0.0006512552499771118
1168,0.0006514936103485525
1176,0.0006473364774137735
1184,0.0006480820011347532
1192,0.0006477085407823324
1210,0.0006479707080870867
1218,0.0006453965906985104
1226,0.0006426479667425156
1234,0.0006446613115258515
1242,0.0006448457133956254
1250,0.0006409560446627438
1258,0.0006413994706235826
1266,0.0006413327064365149
1274,0.0006372422212734818
1282,0.0006372648640535772
1290,0.0006376142264343798
1298,0.0006358262035064399
1306,0.0006359534454531968
1314,0.0006378418183885515
1322,0.0006349245086312294
1330,0.0006333193159662187
1338,0.0006337857339531183
1346,0.0006319279782474041
1354,0.0006331232143566012
1362,0.0006334607605822384
1380,0.0006308102747425437
1388,0.0006290574092417955
1396,0.0006299323285929859
1404,0.0006305209244601429
1412,0.0006271962774917483
1420,0.0006238966016098857
1428,0.0006245461408980191
1436,0.0006255815969780087
1444,0.0006225738907232881
1452,0.0006243250099942088
1460,0.0006222543306648731
1468,0.0006228398415260017
1476,0.0006227435660548508
1484,0.0006207532715052366
1492,0.0006164545193314552
1500,0.0006227506091818213
1508,0.0006202455842867494
1516,0.0006195789319463074
1524,0.0006160687189549208
1532,0.0006171294371597469
1550,0.0006172855501063168
1558,0.0006167232058942318
1566,0.000616007368080318
1574,0.0006149971159175038
1582,0.0006128847599029541
1590,0.0006145123043097556
1598,0.0006148094544187188
1606,0.0006136375013738871
1614,0.0006105226348154247
1622,0.0006108933012001216
1630,0.0006101467879489064
1638,0.0006110476679168642
1646,0.000608898582868278
1654,0.0006068340735509992
1662,0.0006080670864321291
1670,0.0006075679557397962
1678,0.0006080564926378429
1686,0.0006055937265045941
1694,0.0006057625869289041
1702,0.0006043965695425868
1720,0.0006053988472558558
1728,0.000604633882176131
1736,0.0006050507072359324
1744,0.000603926251642406
1752,0.0006036536651663482
1760,0.000601636478677392
1768,0.0006056821439415216
1776,0.0006016905535943806
1784,0.0006012982339598238
1792,0.0006025144248269498
1800,0.0006003488670103252
1808,0.0006008345517329872
1816,0.0005992092774249613
1824,0.0005997118423692882
1832,0.0005987862823531032
1840,0.0005969501798972487
1848,0.0005969701451249421
1856,0.000595211866311729
1864,0.0005979766137897968
1872,0.0005961687420494854
1890,0.0005951431230641901
1898,0.0005975391250103712
1906,0.0005967106553725898
1914,0.0005946826422587037
1922,0.0005927846650592983
1930,0.0005959097179584205
1938,0.000595071935094893
1946,0.0005938807153142989
1954,0.0005939027760177851
1962,0.0005940555711276829
1970,0.0005929614999331534
1978,0.0005930362967774272
1986,0.0005903014098294079
1994,0.0005919443792663515
2002,0.0005928840255364776
2010,0.00058933743275702
2018,0.0005914527573622763
2026,0.0005903734709136188
2034,0.0005892801564186811
2042,0.0005880628596059978
2060,0.0005911096814088523
2068,0.000591413292568177
2076,0.0005892408662475646
2084,0.0005890440661460161
2092,0.0005859629600308836
2100,0.0005892659537494183
2108,0.0005867345607839525
2116,0.0005875856149941683
2124,0.0005831568851135671
2132,0.0005887395236641169
2140,0.0005858208751305938
2148,0.0005858392105437815
2156,0.0005835368065163493
2164,0.0005865233833901584
2172,0.0005851858877576888
2180,0.0005847143474966288
2188,0.0005828137509524822
2196,0.0005828614812344313
2204,0.0005826514679938555
2212,0.0005850267480127513
2230,0.0005845667328685522
2238,0.00058259058278054
2246,0.0005836349446326494
2254,0.000581812986638397
2262,0.0005809160065837204
2270,0.0005809103022329509
2278,0.0005814805626869202
2286,0.00058089813683182
2294,0.0005802387604489923
2302,0.0005800038343295455
2310,0.0005804234533570707
2318,0.0005808347486890852
2326,0.000579264247789979
2334,0.0005783358355984092
2342,0.000577566388528794
2350,0.0005775725585408509
2358,0.0005772256990894675
2366,0.0005764970555901527
2374,0.0005774474702775478
2382,0.0005796677432954311
2400,0.0005750207346864045
2408,0.0005766439717262983
2416,0.0005754136946052313
2424,0.0005771922296844423
2432,0.000573417404666543
2440,0.0005747984396293759
2448,0.0005746921524405479
2456,0.0005754250450991094
2464,0.0005723757203668356
2472,0.0005749443080276251
2480,0.0005752929719164968
2488,0.000575507350731641
2496,0.0005725252558477223
2504,0.000574540114030242
2512,0.0005736949387937784
2520,0.0005747160757891834
2528,0.0005724374204874039
2536,0.00057448964798823
2544,0.0005732646677643061
2552,0.0005732262507081032
2570,0.0005728910909965634
2578,0.0005732658901251853
2586,0.0005729547119699419
2594,0.0005717493477277458
2602,0.0005715282750315964
2610,0.000570634554605931
2618,0.00057072879280895
2626,0.0005687837256118655
2634,0.0005695111467503011
2642,0.0005693733692169189
2650,0.0005688769742846489
2658,0.0005700174369849265
2666,0.0005700548063032329
2674,0.0005694073042832315
2682,0.0005673010600730777
2690,0.0005684503703378141
2698,0.0005699415924027562
2706,0.0005683740600943565
2714,0.000567707815207541
2722,0.0005682040355168283
2740,0.0005668436060659587
2748,0.0005694171995855868
2756,0.0005679675377905369
2764,0.0005687584052793682
2772,0.0005684545612893999
2790,0.0005684058996848762
2798,0.0005669027450494468
2806,0.000566990755032748
2814,0.000568425573874265
2822,0.0005675507127307355
2840,0.0005656571011058986
2848,0.0005680062458850443
2856,0.0005676321452483535
2864,0.0005661588511429727
2872,0.000565667578484863
2890,0.000566963863093406
2898,0.0005664446507580578
2906,0.000564548303373158
2914,0.0005654504057019949
2922,0.0005680146859958768
2940,0.0005646827048622072
2948,0.0005661898176185787
2956,0.0005663982010446489
2964,0.0005663641495630145
2972,0.0005678483285009861
2990,0.000566895236261189
2998,0.0005663309711962938
3006,0.0005649256054311991
3014,0.0005660831229761243
3022,0.0005646608769893646
